o1,orig,mpicc,nas,bt,1,16,1,96.699,1.335,0.307,0.0
o1,orig,mpicc,nas,bt,1,16,2,92.64,1.356,0.232,0.0
o1,orig,mpicc,nas,bt,1,16,3,92.566,1.349,0.239,0.0
o1,orig,mpicc,nas,bt,1,16,4,92.66499999999999,1.337,0.246,0.0
o1,orig,mpicc,nas,bt,1,16,5,92.86500000000001,1.337,0.249,0.0
o1,orig,mpicc,nas,bt,1,16,6,92.663,1.339,0.248,0.0
o1,orig,mpicc,nas,bt,16,256,1,19.787,2.312,0.498,0.0
o1,orig,mpicc,nas,bt,16,256,2,8.882,2.279,0.441,0.0
o1,orig,mpicc,nas,bt,16,256,3,8.842,2.289,0.429,0.0
o1,orig,mpicc,nas,bt,16,256,4,8.914,2.295,0.427,0.0
o1,orig,mpicc,nas,bt,16,256,5,8.838,2.267,0.455,0.0
o1,orig,mpicc,nas,bt,16,256,6,8.853,2.273,0.445,0.0
o1,orig,mpicc,nas,bt,4,64,1,29.068,1.581,0.298,0.0
o1,orig,mpicc,nas,bt,4,64,2,23.251,1.517,0.28,0.0
o1,orig,mpicc,nas,bt,4,64,3,23.156,1.509,0.291,0.0
o1,orig,mpicc,nas,bt,4,64,4,23.249,1.533,0.261,0.0
o1,orig,mpicc,nas,bt,4,64,5,23.287,1.518,0.279,0.0
o1,orig,mpicc,nas,bt,4,64,6,23.182,1.561,0.233,0.0
o1,orig,mpicc,nas,cg,1,16,1,22.793,1.337,0.304,0.0
o1,orig,mpicc,nas,cg,1,16,2,19.085,1.341,0.241,0.0
o1,orig,mpicc,nas,cg,1,16,3,19.32,1.361,0.222,0.0
o1,orig,mpicc,nas,cg,1,16,4,19.197,1.345,0.236,0.0
o1,orig,mpicc,nas,cg,1,16,5,19.126,1.325,0.256,0.0
o1,orig,mpicc,nas,cg,1,16,6,19.098,1.322,0.262,0.0
o1,orig,mpicc,nas,cg,16,256,1,16.316,2.255,0.562,0.0
o1,orig,mpicc,nas,cg,16,256,2,5.245,2.266,0.441,0.0
o1,orig,mpicc,nas,cg,16,256,3,5.306,2.267,0.447,0.0
o1,orig,mpicc,nas,cg,16,256,4,5.321,2.277,0.444,0.0
o1,orig,mpicc,nas,cg,16,256,5,5.304,2.273,0.44,0.0
o1,orig,mpicc,nas,cg,16,256,6,5.243,2.3,0.412,0.0
o1,orig,mpicc,nas,cg,4,64,1,13.934,1.54,0.343,0.0
o1,orig,mpicc,nas,cg,4,64,2,8.596,1.546,0.266,0.0
o1,orig,mpicc,nas,cg,4,64,3,8.605,1.541,0.27,0.0
o1,orig,mpicc,nas,cg,4,64,4,8.627,1.521,0.295,0.0
o1,orig,mpicc,nas,cg,4,64,5,9.043,1.555,0.261,0.0
o1,orig,mpicc,nas,cg,4,64,6,8.613,1.537,0.279,0.0
o1,orig,mpicc,nas,ep,1,16,1,15.295,1.36,0.278,0.0
o1,orig,mpicc,nas,ep,1,16,2,11.066,1.316,0.258,0.0
o1,orig,mpicc,nas,ep,1,16,3,11.101,1.361,0.215,0.0
o1,orig,mpicc,nas,ep,1,16,4,11.111,1.342,0.239,0.0
o1,orig,mpicc,nas,ep,1,16,5,11.053,1.331,0.248,0.0
o1,orig,mpicc,nas,ep,1,16,6,11.078,1.328,0.25,0.0
o1,orig,mpicc,nas,ep,16,256,1,9.556,2.277,0.481,0.0
o1,orig,mpicc,nas,ep,16,256,2,3.858,2.282,0.427,0.0
o1,orig,mpicc,nas,ep,16,256,3,3.831,2.263,0.444,0.0
o1,orig,mpicc,nas,ep,16,256,4,4.841,2.281,0.424,0.0
o1,orig,mpicc,nas,ep,16,256,5,3.805,2.286,0.411,0.0
