orig,,,,,,,,,,,
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
,,,,,,,,,,,
npinMain,,,,,,,,,,,
4,5,6,4,5,6,4,5,6,0,0,0
4,5,6,4,5,6,4,5,6,0,0,0
4,5,6,4,5,6,4,5,6,0,0,0
4,5,6,4,5,6,4,5,6,0,0,0
4,5,6,4,5,6,4,5,6,0,0,0
4,5,6,4,5,6,4,5,6,0,0,0
4,5,6,4,5,6,4,5,6,0,0,0
4,5,6,4,5,6,4,5,6,0,0,0
,,,,,,,,,,,
npinAll,,,,,,,,,,,
4,5,6,4,5,6,4,5,6,0,0,0
4,5,6,4,5,6,4,5,6,0,0,0
4,5,6,4,5,6,4,5,6,0,0,0
4,5,6,4,5,6,4,5,6,0,0,0
4,5,6,4,5,6,4,5,6,0,0,0
4,5,6,4,5,6,4,5,6,0,0,0
4,5,6,4,5,6,4,5,6,0,0,0
4,5,6,4,5,6,4,5,6,0,0,0
,,,,,,,,,,,
dpinMain,,,,,,,,,,,
4,5,6,4,5,6,4,5,6,0,0,0
4,5,6,4,5,6,4,5,6,0,0,0
4,5,6,4,5,6,4,5,6,0,0,0
4,5,6,4,5,6,4,5,6,0,0,0
4,5,6,4,5,6,4,5,6,0,0,0
4,5,6,4,5,6,4,5,6,0,0,0
4,5,6,4,5,6,4,5,6,0,0,0
4,5,6,4,5,6,4,5,6,0,0,0
,,,,,,,,,,,
dpinAll,,,,,,,,,,,
4,5,6,4,5,6,4,5,6,0,0,0
4,5,6,4,5,6,4,5,6,0,0,0
4,5,6,4,5,6,4,5,6,0,0,0
4,5,6,4,5,6,4,5,6,0,0,0
4,5,6,4,5,6,4,5,6,0,0,0
4,5,6,4,5,6,4,5,6,0,0,0
4,5,6,4,5,6,4,5,6,0,0,0
4,5,6,4,5,6,4,5,6,0,0,0
,,,,,,,,,,,
