o1,dpinAll,mpicc,nas,bt,1,16,1,144.363,0.894,0.219,0.0
o1,dpinAll,mpicc,nas,bt,1,16,2,139.926,0.912,0.154,0.0
o1,dpinAll,mpicc,nas,bt,1,16,3,139.822,0.891,0.175,0.0
o1,dpinAll,mpicc,nas,bt,1,16,4,140.169,0.893,0.173,0.0
o1,dpinAll,mpicc,nas,bt,1,16,5,140.167,0.912,0.165,0.0
o1,dpinAll,mpicc,nas,bt,1,16,6,140.244,0.898,0.177,0.0
o1,dpinAll,mpicc,nas,bt,16,256,1,13.928,1.841,0.39,0.0
o1,dpinAll,mpicc,nas,bt,16,256,2,20.654,1.877,0.336,0.0
o1,dpinAll,mpicc,nas,bt,16,256,3,27.253,1.846,0.383,0.0
o1,dpinAll,mpicc,nas,bt,16,256,4,23.531,1.878,0.332,0.0
o1,dpinAll,mpicc,nas,bt,16,256,5,20.713,1.826,0.4,0.0
o1,dpinAll,mpicc,nas,bt,16,256,6,20.626,1.865,0.362,0.0
o1,dpinAll,mpicc,nas,bt,4,64,1,47.776,1.124,0.219,0.0
o1,dpinAll,mpicc,nas,bt,4,64,2,42.197,1.094,0.208,0.0
o1,dpinAll,mpicc,nas,bt,4,64,3,44.338,1.086,0.217,0.0
o1,dpinAll,mpicc,nas,bt,4,64,4,43.305,1.107,0.191,0.0
o1,dpinAll,mpicc,nas,bt,4,64,5,42.997,1.094,0.197,0.0
o1,dpinAll,mpicc,nas,bt,4,64,6,42.002,1.088,0.215,0.0
o1,dpinAll,mpicc,nas,cg,1,16,1,31.285,0.918,0.206,0.0
o1,dpinAll,mpicc,nas,cg,1,16,2,27.052,0.899,0.178,0.0
o1,dpinAll,mpicc,nas,cg,1,16,3,26.969,0.913,0.164,0.0
o1,dpinAll,mpicc,nas,cg,1,16,4,28.177,0.903,0.172,0.0
o1,dpinAll,mpicc,nas,cg,1,16,5,27.482,0.912,0.161,0.0
o1,dpinAll,mpicc,nas,cg,1,16,6,26.969,0.907,0.177,0.0
o1,dpinAll,mpicc,nas,cg,16,256,1,13.481,1.799,0.431,0.0
o1,dpinAll,mpicc,nas,cg,16,256,2,16.141,1.846,0.372,0.0
o1,dpinAll,mpicc,nas,cg,16,256,3,15.86,1.854,0.383,0.0
o1,dpinAll,mpicc,nas,cg,16,256,4,15.939,1.871,0.358,0.0
o1,dpinAll,mpicc,nas,cg,16,256,5,15.931,1.844,0.389,0.0
o1,dpinAll,mpicc,nas,cg,16,256,6,15.884,1.843,0.38,0.0
o1,dpinAll,mpicc,nas,cg,4,64,1,22.135,1.101,0.264,0.0
o1,dpinAll,mpicc,nas,cg,4,64,2,17.746,1.098,0.211,0.0
o1,dpinAll,mpicc,nas,cg,4,64,3,16.573,1.092,0.213,0.0
o1,dpinAll,mpicc,nas,cg,4,64,4,17.8,1.075,0.234,0.0
o1,dpinAll,mpicc,nas,cg,4,64,5,17.697,1.117,0.192,0.0
o1,dpinAll,mpicc,nas,cg,4,64,6,17.058,1.095,0.215,0.0
o1,dpinAll,mpicc,nas,ep,1,16,1,48.199,0.918,0.191,0.0
o1,dpinAll,mpicc,nas,ep,1,16,2,44.074,0.891,0.17,0.0
o1,dpinAll,mpicc,nas,ep,1,16,3,43.924,0.896,0.168,0.0
o1,dpinAll,mpicc,nas,ep,1,16,4,44.638,0.913,0.152,0.0
o1,dpinAll,mpicc,nas,ep,1,16,5,44.559,0.9,0.158,0.0
o1,dpinAll,mpicc,nas,ep,1,16,6,44.489,0.896,0.169,0.0
o1,dpinAll,mpicc,nas,ep,16,256,1,23.103,1.902,0.423,0.0
o1,dpinAll,mpicc,nas,ep,16,256,2,12.951,1.838,0.386,0.0
o1,dpinAll,mpicc,nas,ep,16,256,3,12.439,1.861,0.35,0.0
o1,dpinAll,mpicc,nas,ep,16,256,4,12.924,1.895,0.33,0.0
o1,dpinAll,mpicc,nas,ep,16,256,5,13.019,1.846,0.37,0.0
o1,dpinAll,mpicc,nas,ep,16,256,6,12.947,1.859,0.363,0.0
o1,dpinAll,mpicc,nas,ep,4,64,1,24.442,1.114,0.227,0.0
o1,dpinAll,mpicc,nas,ep,4,64,2,19.454,1.081,0.206,0.0
o1,dpinAll,mpicc,nas,ep,4,64,3,19.556,1.1,0.188,0.0
o1,dpinAll,mpicc,nas,ep,4,64,4,18.99,1.102,0.194,0.0
o1,dpinAll,mpicc,nas,ep,4,64,5,19.599,1.107,0.182,0.0
o1,dpinAll,mpicc,nas,ep,4,64,6,19.281,1.108,0.184,0.0
o1,dpinAll,mpicc,nas,ft,1,16,1,48.922,0.905,0.205,0.0
o1,dpinAll,mpicc,nas,ft,1,16,2,44.939,0.906,0.173,0.0
o1,dpinAll,mpicc,nas,ft,1,16,3,44.937,0.908,0.171,0.0
o1,dpinAll,mpicc,nas,ft,1,16,4,44.842,0.89,0.18,0.0
o1,dpinAll,mpicc,nas,ft,1,16,5,45.735,0.912,0.162,0.0
o1,dpinAll,mpicc,nas,ft,1,16,6,44.835,0.906,0.175,0.0
o1,dpinAll,mpicc,nas,ft,16,256,1,21.439,1.897,0.433,0.0
o1,dpinAll,mpicc,nas,ft,16,256,2,16.113,1.861,0.357,0.0
o1,dpinAll,mpicc,nas,ft,16,256,3,16.248,1.859,0.368,0.0
o1,dpinAll,mpicc,nas,ft,16,256,4,16.436,1.814,0.406,0.0
o1,dpinAll,mpicc,nas,ft,16,256,5,16.331,1.846,0.373,0.0
o1,dpinAll,mpicc,nas,ft,16,256,6,16.711,1.886,0.344,0.0
o1,dpinAll,mpicc,nas,ft,4,64,1,27.093,1.114,0.222,0.0
o1,dpinAll,mpicc,nas,ft,4,64,2,21.277,1.098,0.213,0.0
o1,dpinAll,mpicc,nas,ft,4,64,3,22.092,1.107,0.192,0.0
o1,dpinAll,mpicc,nas,ft,4,64,4,22.219,1.069,0.243,0.0
o1,dpinAll,mpicc,nas,ft,4,64,5,22.334,1.102,0.2,0.0
o1,dpinAll,mpicc,nas,ft,4,64,6,23.902,1.094,0.21,0.0
o1,dpinAll,mpicc,nas,is,1,16,1,14.635,0.906,0.211,0.0
o1,dpinAll,mpicc,nas,is,1,16,2,10.318,0.917,0.15,0.0
o1,dpinAll,mpicc,nas,is,1,16,3,10.366,0.917,0.149,0.0
o1,dpinAll,mpicc,nas,is,1,16,4,11.303,0.92,0.149,0.0
o1,dpinAll,mpicc,nas,is,1,16,5,10.333,0.913,0.155,0.0
o1,dpinAll,mpicc,nas,is,1,16,6,10.391,0.895,0.17,0.0
o1,dpinAll,mpicc,nas,is,16,256,1,16.92,1.894,0.421,0.0
o1,dpinAll,mpicc,nas,is,16,256,2,12.164,1.857,0.355,0.0
o1,dpinAll,mpicc,nas,is,16,256,3,12.609,1.85,0.358,0.0
o1,dpinAll,mpicc,nas,is,16,256,4,12.339,1.869,0.342,0.0
o1,dpinAll,mpicc,nas,is,16,256,5,12.366,1.87,0.346,0.0
o1,dpinAll,mpicc,nas,is,16,256,6,12.722,1.862,0.358,0.0
o1,dpinAll,mpicc,nas,is,4,64,1,16.397,1.11,0.242,0.0
o1,dpinAll,mpicc,nas,is,4,64,2,11.912,1.103,0.191,0.0
o1,dpinAll,mpicc,nas,is,4,64,3,11.0,1.104,0.193,0.0
o1,dpinAll,mpicc,nas,is,4,64,4,11.42,1.096,0.194,0.0
o1,dpinAll,mpicc,nas,is,4,64,5,12.267,1.099,0.199,0.0
o1,dpinAll,mpicc,nas,is,4,64,6,11.656,1.106,0.187,0.0
o1,dpinAll,mpicc,nas,lu,1,16,1,81.339,0.899,0.217,0.0
o1,dpinAll,mpicc,nas,lu,1,16,2,77.176,0.891,0.176,0.0
o1,dpinAll,mpicc,nas,lu,1,16,3,77.451,0.914,0.159,0.0
o1,dpinAll,mpicc,nas,lu,1,16,4,78.64,0.909,0.154,0.0
o1,dpinAll,mpicc,nas,lu,1,16,5,77.312,0.904,0.163,0.0
o1,dpinAll,mpicc,nas,lu,1,16,6,77.946,0.896,0.173,0.0
o1,dpinAll,mpicc,nas,lu,16,256,1,25.151,1.864,0.411,0.0
o1,dpinAll,mpicc,nas,lu,16,256,2,21.136,1.891,0.322,0.0
o1,dpinAll,mpicc,nas,lu,16,256,3,20.547,1.869,0.34,0.0
o1,dpinAll,mpicc,nas,lu,16,256,4,20.833,1.87,0.361,0.0
o1,dpinAll,mpicc,nas,lu,16,256,5,20.478,1.879,0.346,0.0
o1,dpinAll,mpicc,nas,lu,16,256,6,21.23,1.842,0.373,0.0
o1,dpinAll,mpicc,nas,lu,4,64,1,35.912,1.068,0.286,0.0
o1,dpinAll,mpicc,nas,lu,4,64,2,30.771,1.075,0.222,0.0
o1,dpinAll,mpicc,nas,lu,4,64,3,31.419,1.096,0.211,0.0
o1,dpinAll,mpicc,nas,lu,4,64,4,31.502,1.089,0.209,0.0
o1,dpinAll,mpicc,nas,lu,4,64,5,31.386,1.073,0.22,0.0
o1,dpinAll,mpicc,nas,lu,4,64,6,31.764,1.095,0.206,0.0
o1,dpinAll,mpicc,nas,mg,1,16,1,20.778,0.923,0.196,0.0
o1,dpinAll,mpicc,nas,mg,1,16,2,16.166,0.873,0.196,0.0
o1,dpinAll,mpicc,nas,mg,1,16,3,16.444,0.897,0.173,0.0
o1,dpinAll,mpicc,nas,mg,1,16,4,16.288,0.911,0.161,0.0
o1,dpinAll,mpicc,nas,mg,1,16,5,16.296,0.897,0.168,0.0
o1,dpinAll,mpicc,nas,mg,1,16,6,17.04,0.91,0.16,0.0
o1,dpinAll,mpicc,nas,mg,16,256,1,16.835,1.879,0.441,0.0
o1,dpinAll,mpicc,nas,mg,16,256,2,11.916,1.884,0.333,0.0
o1,dpinAll,mpicc,nas,mg,16,256,3,12.118,1.871,0.336,0.0
o1,dpinAll,mpicc,nas,mg,16,256,4,12.299,1.865,0.35,0.0
o1,dpinAll,mpicc,nas,mg,16,256,5,12.385,1.869,0.353,0.0
o1,dpinAll,mpicc,nas,mg,16,256,6,12.447,1.896,0.326,0.0
o1,dpinAll,mpicc,nas,mg,4,64,1,17.934,1.109,0.231,0.0
o1,dpinAll,mpicc,nas,mg,4,64,2,13.046,1.092,0.202,0.0
o1,dpinAll,mpicc,nas,mg,4,64,3,13.507,1.084,0.205,0.0
o1,dpinAll,mpicc,nas,mg,4,64,4,12.63,1.086,0.203,0.0
o1,dpinAll,mpicc,nas,mg,4,64,5,12.479,1.09,0.198,0.0
o1,dpinAll,mpicc,nas,mg,4,64,6,12.688,1.111,0.184,0.0
o1,dpinAll,mpicc,nas,sp,1,16,1,125.181,0.907,0.21,0.0
o1,dpinAll,mpicc,nas,sp,1,16,2,120.91,0.906,0.166,0.0
o1,dpinAll,mpicc,nas,sp,1,16,3,120.911,0.901,0.172,0.0
o1,dpinAll,mpicc,nas,sp,1,16,4,120.598,0.903,0.171,0.0
o1,dpinAll,mpicc,nas,sp,1,16,5,120.827,0.908,0.168,0.0
o1,dpinAll,mpicc,nas,sp,1,16,6,121.037,0.922,0.159,0.0
o1,dpinAll,mpicc,nas,sp,16,256,1,13.992,1.862,0.367,0.0
o1,dpinAll,mpicc,nas,sp,16,256,2,18.446,1.846,0.375,0.0
o1,dpinAll,mpicc,nas,sp,16,256,3,28.037,1.876,0.347,0.0
o1,dpinAll,mpicc,nas,sp,16,256,4,18.47,1.888,0.342,0.0
o1,dpinAll,mpicc,nas,sp,16,256,5,21.933,1.823,0.402,0.0
o1,dpinAll,mpicc,nas,sp,16,256,6,18.864,1.834,0.388,0.0
o1,dpinAll,mpicc,nas,sp,4,64,1,38.271,1.109,0.245,0.0
o1,dpinAll,mpicc,nas,sp,4,64,2,33.139,1.094,0.213,0.0
o1,dpinAll,mpicc,nas,sp,4,64,3,39.885,1.093,0.215,0.0
o1,dpinAll,mpicc,nas,sp,4,64,4,32.949,1.101,0.208,0.0
o1,dpinAll,mpicc,nas,sp,4,64,5,35.68,1.114,0.2,0.0
o1,dpinAll,mpicc,nas,sp,4,64,6,33.513,1.105,0.196,0.0
