Tool,Compiler,Benchmark,Application,#nodes,#processes,Rep ID,Runtime(s)-real,Runtime(s)-user,Runtime(s)-sys,Size(KB)
all,cg,nas,cg,64,1024,1,13.631,4.2249999999999996,0.96599999999999997,3020917.064453125
all,cg,nas,cg,64,1024,2,1635.9680000000001,4.3559999999999999,0.85399999999999998,8594866607.9101562
all,cg,nas,cg,64,1024,3,1525.096,4.3769999999999998,1.0469999999999999,7957585155.3691406
all,ep,nas,ep,64,1024,1,11.651,4.1600000000000001,0.90600000000000003,2594991.064453125
all,ep,nas,ep,64,1024,2,6.6420000000000003,4.2130000000000001,0.81599999999999995,2171753.12109375
all,ep,nas,ep,64,1024,3,6.7089999999999996,4.1890000000000001,0.83999999999999997,2115227.064453125
all,lu,nas,lu,64,1024,1,11.477,4.1959999999999997,0.876,2360815.064453125
all,lu,nas,lu,64,1024,2,6.8209999999999997,4.2160000000000002,0.77700000000000002,2016820.052734375
all,lu,nas,lu,64,1024,3,6.7530000000000001,4.2000000000000002,0.82099999999999995,2009305.376953125
main,bt,nas,bt,16,256,1,11.667999999999999,1.319,0.38900000000000001,13456.064453125
main,bt,nas,bt,16,256,2,4.1550000000000002,1.321,0.35399999999999998,13456.064453125
main,bt,nas,bt,16,256,3,4.1340000000000003,1.294,0.38600000000000001,13778.720703125
main,bt,nas,bt,64,1024,1,11.634,4.1779999999999999,0.91200000000000003,49516.064453125
main,bt,nas,bt,64,1024,2,544.11599999999999,4.3019999999999996,0.83699999999999997,2050229187.7177734
main,bt,nas,bt,64,1024,3,684.47299999999996,4.2599999999999998,1.04,2514265605.8896484
main,cg,nas,cg,64,1024,1,1375.5119999999999,4.3440000000000003,1.0409999999999999,5639896634.6171875
main,cg,nas,cg,64,1024,2,1265.723,4.3230000000000004,1.073,5174394604.9648438
main,cg,nas,cg,64,1024,3,0.0,0.0,0.0,0.0
main,lu,nas,lu,64,1024,1,602.03800000000001,4.2220000000000004,1.1000000000000001,2526119471.8085938
main,lu,nas,lu,64,1024,2,583.17700000000002,4.2590000000000003,1.0409999999999999,2430326135.8164062
main,lu,nas,lu,64,1024,3,663.93799999999999,4.2919999999999998,0.998,2750226679.5273438
