all.nas.bt.64.bt.1,2309559362
all.nas.bt.64.bt.2,1736134019620
all.nas.bt.64.bt.3,1669253439769
all.nas.cg.64.cg.1,2733764706
all.nas.cg.64.cg.2,2528500834
all.nas.cg.64.cg.3,10716540867796
all.nas.ep.64.ep.1,2208729724
all.nas.ep.64.ep.2,2470871670
all.nas.ep.64.ep.3,2596443874
all.nas.lu.64.lu.1,2960382018
all.nas.lu.64.lu.2,2671650964
all.nas.lu.64.lu.3,2820473314
all.nas.sp.64.sp.1,2466738658
all.nas.sp.64.sp.2,7704629285588
all.nas.sp.64.sp.3,7639809115880
main.nas.bt.16.bt.1,13779010
main.nas.bt.16.bt.2,13779010
main.nas.bt.16.bt.3,456171521936
main.nas.bt.64.bt.1,14499906
main.nas.bt.64.bt.2,60118082
main.nas.bt.64.bt.3,3178918503885
main.nas.cg.64.cg.1,54647858
main.nas.cg.64.cg.2,57475138
main.nas.cg.64.cg.3,59146306
main.nas.ep.16.ep.1,37172801800
main.nas.ep.16.ep.2,34833379404
main.nas.ep.16.ep.3,33248201672
main.nas.ep.64.ep.1,55672898
main.nas.ep.64.ep.2,64191719592
main.nas.ep.64.ep.3,62983799416
main.nas.lu.16.lu.1,323182737536
main.nas.lu.16.lu.2,234402259868
main.nas.lu.16.lu.3,284385762908
main.nas.lu.64.lu.1,56551858
main.nas.lu.64.lu.2,59146306
main.nas.lu.64.lu.3,59146306
main.nas.sp.64.sp.1,56557634
main.nas.sp.64.sp.2,3687606882688
main.nas.sp.64.sp.3,2889368772552
