14044.10,8275.23,2002.48,715.88,
85.18,85.36,85.55,85.09,
12104.45,12066.91,11922.10,11374.75,
31406.61,24222.90,11373.22,6732.33,
36422.85,33582.43,25812.60,13360.80,
19968.60,11134.55,7243.39,6857.96,
1145.70,671.96,360.68,257.17,
22564.79,10261.85,4810.91,4624.62,
