15722.72,79660.33,354700.37
12093.86,74458.03,307854.15
6765.17,35558.65,141292.86
4931.90,50269.61,226854.58
3862.81,33632.71,152281.53
8889.64,88997.67,345841.08
4973.91,40806.40,163888.09
6350.34,85269.08,315390.55
