o1,pinAll,nas,ep,mpicc,1,ep,2,158678.0,-918098374.0,21281.27
o1,pinAll,nas,ep,mpicc,1,ep,3,159083.0,-920222682.0,21213.74
o1,pinAll,nas,ep,mpicc,4,ep,1,138021.5,992237647.0,7177.18
o1,pinAll,nas,ep,mpicc,4,ep,2,136497.25,943906526.0,6910.6050000000005
o1,pinAll,nas,ep,mpicc,4,ep,3,138411.0,1007108100.0,7258.58
o1,pinAll,nas,ep,mpicc,16,ep,1,133308.75,634946236.5,4751.098125
o1,pinAll,nas,ep,mpicc,16,ep,2,162146.1875,1168499138.25,7151.407500000001
o1,pinAll,nas,ep,mpicc,16,ep,3,130446.625,643788995.0,4866.140625
o1,pinAll,nas,ep,mpicc,64,ep,1,134134.34375,499780945.75,3724.2618750000006
o1,pinAll,nas,ep,mpicc,64,ep,2,139717.90625,745800045.0,5236.874062500001
o1,pinAll,nas,ep,mpicc,64,ep,3,160743.71875,693250103.25,8028.552187499999
o1,pinAll,nas,ft,mpicc,1,ft,1,38635.0,286691558.0,7420.51
o1,pinAll,nas,ft,mpicc,1,ft,2,35116.0,282273674.0,8038.32
o1,pinAll,nas,ft,mpicc,1,ft,3,42078.0,284202442.0,6754.18
o1,pinAll,nas,ft,mpicc,4,ft,1,382803.5,402805739.0,1041.9725
o1,pinAll,nas,ft,mpicc,4,ft,2,365995.25,339626597.0,911.1949999999999
o1,pinAll,nas,ft,mpicc,4,ft,3,353406.25,289511301.0,819.0025
o1,pinAll,nas,ft,mpicc,16,ft,1,439825.3125,507076597.5,1145.65375
o1,pinAll,nas,ft,mpicc,16,ft,2,476756.9375,429785403.75,2369.4781249999996
o1,pinAll,nas,ft,mpicc,16,ft,3,438377.75,562902043.0,1280.0168750000003
o1,pinAll,nas,ft,mpicc,64,ft,1,418899.9375,444704318.25,3177.640000000001
o1,pinAll,nas,ft,mpicc,64,ft,2,575716.84375,1410653992.125,2453.2625000000003
o1,pinAll,nas,ft,mpicc,64,ft,3,403798.5,896546150.875,2226.236875
