2591.38,832.21,1271.40,1863.61,
77.85,307.42,537.81,1528.56,
21240.67,7115.45,5589.55,5663.23,
7404.34,924.06,1598.38,2619.05,
7624.07,837.32,2512.90,4441.20,
146.07,300.00,699.95,1856.92,
58.20,422.30,1930.84,3780.28,
360.31,382.89,578.85,1542.42,
