o1,pinMain,nas,bt,mpicc,1,bt,1,Hdbg.17.kp064.43502.info,134886.0,1884915294.0,13974.14
o1,pinMain,nas,bt,mpicc,1,bt,2,Hdbg.17.kp071.29676.info,133881.0,1886406302.0,14090.17
o1,pinMain,nas,bt,mpicc,1,bt,3,Hdbg.17.kp319.119807.info,133981.0,1884844818.0,14068.0
o1,pinMain,nas,bt,mpicc,4,bt,1,Hdbg.17.kp273.26067.info,57472.0,471563258.0,8205.1
o1,pinMain,nas,bt,mpicc,4,bt,1,Hdbg.17.kp372.65179.info,55261.0,471791466.0,8537.51
o1,pinMain,nas,bt,mpicc,4,bt,1,Hdbg.17.kp368.36581.info,58477.0,471626306.0,8065.16
o1,pinMain,nas,bt,mpicc,4,bt,1,Hdbg.17.kp313.8512.info,58175.0,471706642.0,8108.41
o1,pinMain,nas,bt,mpicc,4,bt,2,Hdbg.17.kp097.8181.info,58477.0,471626306.0,8065.16
o1,pinMain,nas,bt,mpicc,4,bt,2,Hdbg.17.kp097.8175.info,55060.0,471708002.0,8567.16
o1,pinMain,nas,bt,mpicc,4,bt,2,Hdbg.17.kp097.8171.info,56668.0,471741042.0,8324.65
o1,pinMain,nas,bt,mpicc,4,bt,2,Hdbg.17.kp097.8183.info,56668.0,471677122.0,8323.52
o1,pinMain,nas,bt,mpicc,4,bt,3,Hdbg.17.kp280.60913.info,58577.0,471707346.0,8052.77
o1,pinMain,nas,bt,mpicc,4,bt,3,Hdbg.17.kp281.19034.info,56467.0,471772322.0,8354.83
o1,pinMain,nas,bt,mpicc,4,bt,3,Hdbg.17.kp279.97999.info,55964.0,471854018.0,8431.38
o1,pinMain,nas,bt,mpicc,4,bt,3,Hdbg.17.kp279.97994.info,57070.0,471804002.0,8267.11
o1,pinMain,nas,bt,mpicc,16,bt,1,Hdbg.17.kp108.60283.info,59704.0,118531218.0,1985.31
o1,pinMain,nas,bt,mpicc,16,bt,1,Hdbg.17.kp368.35247.info,59101.0,118498178.0,2005.01
o1,pinMain,nas,bt,mpicc,16,bt,1,Hdbg.17.kp050.4625.info,59704.0,118531218.0,1985.31
o1,pinMain,nas,bt,mpicc,16,bt,1,Hdbg.17.kp052.28203.info,54378.0,118498178.0,2179.16
o1,pinMain,nas,bt,mpicc,16,bt,1,Hdbg.17.kp055.17480.info,59302.0,118498178.0,1998.22
o1,pinMain,nas,bt,mpicc,16,bt,1,Hdbg.17.kp052.28206.info,53674.0,118587714.0,2209.41
o1,pinMain,nas,bt,mpicc,16,bt,1,Hdbg.17.kp313.7147.info,62016.0,118514018.0,1911.02
o1,pinMain,nas,bt,mpicc,16,bt,1,Hdbg.17.kp313.7151.info,67141.0,118514018.0,1765.15
o1,pinMain,nas,bt,mpicc,16,bt,1,Hdbg.17.kp052.28196.info,62418.0,118514018.0,1898.72
o1,pinMain,nas,bt,mpicc,16,bt,1,Hdbg.17.kp055.17482.info,57292.0,118531218.0,2068.9
o1,pinMain,nas,bt,mpicc,16,bt,1,Hdbg.17.kp055.17483.info,57393.0,118538698.0,2065.39
o1,pinMain,nas,bt,mpicc,16,bt,1,Hdbg.17.kp051.21701.info,62418.0,118587034.0,1899.89
o1,pinMain,nas,bt,mpicc,16,bt,1,Hdbg.17.kp099.44639.info,60006.0,118587034.0,1976.25
o1,pinMain,nas,bt,mpicc,16,bt,1,Hdbg.17.kp101.3701.info,62016.0,118538354.0,1911.42
o1,pinMain,nas,bt,mpicc,16,bt,1,Hdbg.17.kp151.4448.info,67342.0,118514018.0,1759.88
