o1.pinMain.nas.bt.mpicc.1.bt.1,2304198
o1.pinMain.nas.bt.mpicc.16.bt.1,2158882
o1.pinMain.nas.bt.mpicc.4.bt.1,17235062
o1.pinMain.nas.bt.mpicc.64.bt.1,8110146
o1.pinMain.nas.cg.mpicc.1.cg.1,235806
o1.pinMain.nas.cg.mpicc.16.cg.1,93938785
o1.pinMain.nas.cg.mpicc.4.cg.1,18149330
o1.pinMain.nas.cg.mpicc.64.cg.1,460477587
o1.pinMain.nas.ep.mpicc.1.ep.1,1709466
o1.pinMain.nas.ep.mpicc.16.ep.1,1865762
o1.pinMain.nas.ep.mpicc.4.ep.1,2201348
o1.pinMain.nas.ep.mpicc.64.ep.1,6848578
o1.pinMain.nas.ft.mpicc.1.ft.1,735208
o1.pinMain.nas.ft.mpicc.16.ft.1,27680375
o1.pinMain.nas.ft.mpicc.4.ft.1,2902905
o1.pinMain.nas.ft.mpicc.64.ft.1,108529361
o1.pinMain.nas.is.mpicc.1.is.1,39572
o1.pinMain.nas.is.mpicc.16.is.1,6947822
o1.pinMain.nas.is.mpicc.4.is.1,1006661
o1.pinMain.nas.is.mpicc.64.is.1,85918115
o1.pinMain.nas.lu.mpicc.1.lu.1,1035013
o1.pinMain.nas.lu.mpicc.16.lu.1,1749378
o1.pinMain.nas.lu.mpicc.4.lu.1,44517964
o1.pinMain.nas.lu.mpicc.64.lu.1,6778530
o1.pinMain.nas.mg.mpicc.1.mg.1,514967
o1.pinMain.nas.mg.mpicc.16.mg.1,18534440
o1.pinMain.nas.mg.mpicc.4.mg.1,5018600
o1.pinMain.nas.mg.mpicc.64.mg.1,8183874
o1.pinMain.nas.sp.mpicc.1.sp.1,1281243
o1.pinMain.nas.sp.mpicc.16.sp.1,129078520
o1.pinMain.nas.sp.mpicc.4.sp.1,28024638
o1.pinMain.nas.sp.mpicc.64.sp.1,8126530
