o1,pinAll,nas,bt,mpicc,1,bt,1,Hdbg.17.stampede.55070.0,2170.67
o1,pinAll,nas,bt,mpicc,1,bt,1,Hdbg.17.stampede.55071.0,2221.04
o1,pinAll,nas,bt,mpicc,1,bt,1,Hdbg.17.stampede.55072.0,2212.08
o1,pinAll,nas,bt,mpicc,1,bt,1,Hdbg.17.stampede.55073.0,2201.58
o1,pinAll,nas,bt,mpicc,1,bt,1,Hdbg.17.stampede.55074.0,2089.92
o1,pinAll,nas,bt,mpicc,1,bt,1,Hdbg.17.stampede.55075.0,2171.4
o1,pinAll,nas,bt,mpicc,1,bt,1,Hdbg.17.stampede.55076.0,2191.15
o1,pinAll,nas,bt,mpicc,1,bt,1,Hdbg.17.stampede.55077.0,2182.79
o1,pinAll,nas,bt,mpicc,1,bt,1,Hdbg.17.stampede.55078.0,1964.72
o1,pinAll,nas,bt,mpicc,1,bt,1,Hdbg.17.stampede.55079.0,2063.75
o1,pinAll,nas,bt,mpicc,1,bt,1,Hdbg.17.stampede.55080.0,2180.88
o1,pinAll,nas,bt,mpicc,1,bt,1,Hdbg.17.stampede.55081.0,2059.73
o1,pinAll,nas,bt,mpicc,1,bt,1,Hdbg.17.stampede.55082.0,2078.37
o1,pinAll,nas,bt,mpicc,1,bt,1,Hdbg.17.stampede.55083.0,2211.75
o1,pinAll,nas,bt,mpicc,1,bt,1,Hdbg.17.stampede.55084.0,2197.4
o1,pinAll,nas,bt,mpicc,1,bt,1,Hdbg.17.stampede.55085.0,2195.19
o1,pinAll,nas,bt,mpicc,1,bt,2,Hdbg.17.stampede.115545.0,2126.52
o1,pinAll,nas,bt,mpicc,1,bt,2,Hdbg.17.stampede.115546.0,2183.39
o1,pinAll,nas,bt,mpicc,1,bt,2,Hdbg.17.stampede.115547.0,2218.79
o1,pinAll,nas,bt,mpicc,1,bt,2,Hdbg.17.stampede.115548.0,2162.9
o1,pinAll,nas,bt,mpicc,1,bt,2,Hdbg.17.stampede.115549.0,2096.34
o1,pinAll,nas,bt,mpicc,1,bt,2,Hdbg.17.stampede.115550.0,2193.05
o1,pinAll,nas,bt,mpicc,1,bt,2,Hdbg.17.stampede.115551.0,2199.7
o1,pinAll,nas,bt,mpicc,1,bt,2,Hdbg.17.stampede.115552.0,2138.67
o1,pinAll,nas,bt,mpicc,1,bt,2,Hdbg.17.stampede.115553.0,1973.26
o1,pinAll,nas,bt,mpicc,1,bt,2,Hdbg.17.stampede.115554.0,2073.01
o1,pinAll,nas,bt,mpicc,1,bt,2,Hdbg.17.stampede.115555.0,2153.62
o1,pinAll,nas,bt,mpicc,1,bt,2,Hdbg.17.stampede.115556.0,2034.96
o1,pinAll,nas,bt,mpicc,1,bt,2,Hdbg.17.stampede.115557.0,2061.71
o1,pinAll,nas,bt,mpicc,1,bt,2,Hdbg.17.stampede.115558.0,2189.93
o1,pinAll,nas,bt,mpicc,1,bt,2,Hdbg.17.stampede.115559.0,2118.65
o1,pinAll,nas,bt,mpicc,1,bt,2,Hdbg.17.stampede.115560.0,2156.31
o1,pinAll,nas,bt,mpicc,1,bt,3,Hdbg.17.stampede.30946.0,2108.78
o1,pinAll,nas,bt,mpicc,1,bt,3,Hdbg.17.stampede.30947.0,2189.22
o1,pinAll,nas,bt,mpicc,1,bt,3,Hdbg.17.stampede.30948.0,2195.6
o1,pinAll,nas,bt,mpicc,1,bt,3,Hdbg.17.stampede.30949.0,2167.6
o1,pinAll,nas,bt,mpicc,1,bt,3,Hdbg.17.stampede.30950.0,2078.44
o1,pinAll,nas,bt,mpicc,1,bt,3,Hdbg.17.stampede.30951.0,2114.38
o1,pinAll,nas,bt,mpicc,1,bt,3,Hdbg.17.stampede.30952.0,2135.49
o1,pinAll,nas,bt,mpicc,1,bt,3,Hdbg.17.stampede.30953.0,2175.05
o1,pinAll,nas,bt,mpicc,1,bt,3,Hdbg.17.stampede.30954.0,1995.05
o1,pinAll,nas,bt,mpicc,1,bt,3,Hdbg.17.stampede.30955.0,1978.41
o1,pinAll,nas,bt,mpicc,1,bt,3,Hdbg.17.stampede.30956.0,2129.25
o1,pinAll,nas,bt,mpicc,1,bt,3,Hdbg.17.stampede.30957.0,2062.51
o1,pinAll,nas,bt,mpicc,1,bt,3,Hdbg.17.stampede.30958.0,2057.5
o1,pinAll,nas,bt,mpicc,1,bt,3,Hdbg.17.stampede.30959.0,2124.57
o1,pinAll,nas,bt,mpicc,1,bt,3,Hdbg.17.stampede.30960.0,2165.84
o1,pinAll,nas,bt,mpicc,1,bt,3,Hdbg.17.stampede.30961.0,2107.39
o1,pinAll,nas,bt,mpicc,16,bt,1,Hdbg.17.stampede.10902.0,308.22
o1,pinAll,nas,bt,mpicc,16,bt,1,Hdbg.17.stampede.10902.1,5.8
o1,pinAll,nas,bt,mpicc,16,bt,1,Hdbg.17.stampede.10902.2,241.42
o1,pinAll,nas,bt,mpicc,16,bt,1,Hdbg.17.stampede.10902.3,4.2
o1,pinAll,nas,bt,mpicc,16,bt,1,Hdbg.17.stampede.10903.0,291.24
o1,pinAll,nas,bt,mpicc,16,bt,1,Hdbg.17.stampede.10903.1,5.97
o1,pinAll,nas,bt,mpicc,16,bt,1,Hdbg.17.stampede.10903.2,237.04
