orig,,,,,,,,,,,
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
,,,,,,,,,,,,,,,
pinMain,,,,,,,,,,,
1,2,3,1,2,3,1,2,3,1,4,5
1,2,3,1,2,3,1,2,3,2,3,11
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,4,1,2,4
1,2,3,1,2,4,1,2,3,1,2,6
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,6
1,2,3,1,2,3,1,2,3,1,2,6
,,,,,,,,,,,
pinAll,,,,,,,,,,,
1,2,3,1,3,4,2,3,6,4,5,11
1,2,3,1,2,3,2,3,4,2,3,8
1,2,3,1,2,4,1,3,4,2,7,8
1,2,3,1,2,3,1,4,5,8,9,10
1,2,3,1,2,3,2,4,5,9,10,11
1,2,3,1,2,3,1,2,7,d2,d3,d4
1,2,3,1,2,3,1,2,4,1,2,3
1,2,3,1,2,3,1,2,4,1,2,3
,,,,,,,,,,,
hpinMain,,,,,,,,,,,
1,2,3,1,2,3,1,4,5,1,2,3
1,2,3,2,3,4,1,2,3,5,6,7
1,2,3,1,2,3,1,4,5,2,3,12
1,2,3,1,2,3,2,3,5,5,8,10
1,2,3,1,2,3,1,2,3,2,10,11
1,2,3,1,3,5,1,2,5,4,10,d2
1,2,3,1,2,3,1,2,3,2,3,9
1,2,3,1,2,3,1,2,4,2,5,6
,,,,,,,,,,,
hpinAll,,,,,,,,,,,
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,2,3,4,1,2,3,4,12,d4
1,2,3,1,2,3,1,4,5,3,7,8
1,2,3,1,2,3,2,4,5,6,7,8
1,2,3,1,2,3,1,3,6,1,2,5
1,2,3,1,2,3,1,2,3,9,d2,d3
1,2,3,1,2,5,1,2,3,1,1,1
1,2,3,1,2,3,1,2,3,1,3,9
,,,,,,,,,,,
npinMain,,,,,,,,,,,
1,2,3,1,2,3,1,2,4,1,2,3
1,2,3,1,2,3,1,2,3,4,d2,d3
1,2,3,1,2,3,1,2,3,3,5,9
1,2,3,1,2,3,1,2,3,1,2,4
1,2,3,1,2,3,3,4,5,5,6,7
1,2,3,1,2,3,1,2,4,11,d4,d3
1,2,3,1,2,3,2,4,5,2,6,d4
1,2,3,1,2,3,1,2,3,1,2,3
,,,,,,,,,,,
npinAll,,,,,,,,,,,
1,2,3,1,2,3,4,2,3,1,4,3
1,2,3,1,2,3,1,2,3,8,11,d5
1,2,3,1,2,3,4,2,3,3,5,6
1,2,3,1,2,3,1,2,3,7,10,d2
1,2,3,1,2,4,1,2,3,3,4,5
1,2,3,1,2,4,5,2,3,3,7,d2
1,2,3,1,2,3,1,2,3,3,7,9
1,2,3,1,2,3,1,2,3,1,7,3
,,,,,,,,,,,
dpinMain,,,,,,,,,,,
1,2,3,4,2,3,4,5,3,4,5,6
1,2,3,7,8,9,1,2,3,6,7,8
1,2,3,1,2,3,1,2,3,6,7,8
1,2,3,1,2,3,4,2,3,1,2,3
1,2,3,1,2,3,4,5,6,5,6,7
1,2,3,1,2,3,1,2,3,5,6,7
1,2,3,1,2,3,1,2,3,4,5,6
1,2,3,1,2,3,1,2,3,1,2,3
,,,,,,,,,,,
dpinAll,,,,,,,,,,,
1,2,3,1,2,3,1,2,3,5,6,7
1,2,3,1,2,3,1,2,3,5,6,7
1,2,3,1,2,3,1,2,3,5,6,7
1,2,3,1,2,3,1,2,3,5,6,7
1,2,3,1,2,3,1,2,3,5,6,7
1,2,3,1,2,3,1,2,3,5,6,7
1,2,3,1,2,3,4,2,3,5,6,7
1,2,3,1,2,3,1,2,3,5,6,7
,,,,,,,,,,,
wpinMain,,,,,,,,,,,
1,2,3,1,2,3,6,7,8,0,0,0
1,2,3,1,2,3,1,2,3,0,0,0
1,2,3,1,2,3,1,2,3,0,0,0
1,2,3,1,2,3,2,3,4,0,0,0
1,2,3,1,2,3,1,2,3,0,0,0
1,2,3,1,2,3,1,2,3,0,0,0
1,2,3,1,2,3,1,2,3,0,0,0
1,2,3,1,2,3,1,2,3,0,0,0
,,,,,,,,,,,
wpinAll,,,,,,,,,,,
1,2,3,1,2,3,1,2,3,0,0,0
1,2,3,1,2,3,4,2,3,0,0,0
1,2,3,1,2,3,4,2,3,0,0,0
1,2,3,1,2,3,1,2,3,0,0,0
1,2,3,1,2,3,4,2,3,0,0,0
1,2,3,4,2,3,4,2,3,0,0,0
1,2,3,1,2,3,4,2,3,0,0,0
1,2,3,1,2,3,1,2,3,0,0,0
,,,,,,,,,,,
