psc.pinAll.o1.mpicc.nas.bt.C.4.1,44.768
psc.pinAll.o1.mpicc.nas.bt.C.4.2,39.969
psc.pinAll.o1.mpicc.nas.bt.C.4.3,46.408
psc.pinAll.o1.mpicc.nas.cg.C.4.1,15.599
psc.pinAll.o1.mpicc.nas.cg.C.4.2,17.602
psc.pinAll.o1.mpicc.nas.cg.C.4.3,14.617
psc.pinAll.o1.mpicc.nas.ep.C.4.1,26.821
psc.pinAll.o1.mpicc.nas.ep.C.4.2,25.128
psc.pinAll.o1.mpicc.nas.ep.C.4.3,25.289
psc.pinAll.o1.mpicc.nas.ft.C.4.1,28.315
psc.pinAll.o1.mpicc.nas.ft.C.4.2,26.578
psc.pinAll.o1.mpicc.nas.ft.C.4.3,26.609
psc.pinAll.o1.mpicc.nas.is.C.4.1,11.36
psc.pinAll.o1.mpicc.nas.is.C.4.2,10.478
psc.pinAll.o1.mpicc.nas.is.C.4.3,9.49
psc.pinAll.o1.mpicc.nas.lu.C.4.1,36.414
psc.pinAll.o1.mpicc.nas.lu.C.4.2,33.236
psc.pinAll.o1.mpicc.nas.lu.C.4.3,37.775
psc.pinAll.o1.mpicc.nas.mg.C.4.1,12.693
psc.pinAll.o1.mpicc.nas.mg.C.4.2,9.692
psc.pinAll.o1.mpicc.nas.mg.C.4.3,9.7
psc.pinAll.o1.mpicc.nas.sp.C.4.1,38.933
psc.pinAll.o1.mpicc.nas.sp.C.4.2,38.7
psc.pinAll.o1.mpicc.nas.sp.C.4.3,42.264
