npinAll,mpicc,nas,ep,16,256,1,16.847999999999999,1.2869999999999999,0.42299999999999999,0.0
npinAll,mpicc,nas,ep,16,256,2,12.031000000000001,1.29,0.35399999999999998,0.0
npinAll,mpicc,nas,ep,16,256,3,12.387,1.3129999999999999,0.34599999999999997,0.0
npinMain,mpicc,nas,ep,16,256,1,12.471,1.2689999999999999,0.35199999999999998,0.0
npinMain,mpicc,nas,ep,16,256,2,4.1859999999999999,1.25,0.35599999999999998,0.0
npinMain,mpicc,nas,ep,16,256,3,10.022,1.286,0.312,0.0
pinAll,mpicc,nas,ep,1,16,1,44.923999999999999,0.376,0.14599999999999999,11634.8642578125
pinAll,mpicc,nas,ep,1,16,2,42.655999999999999,0.35699999999999998,0.13800000000000001,11644.369140625
pinAll,mpicc,nas,ep,1,16,3,42.195,0.36699999999999999,0.121,11683.83984375
pinAll,mpicc,nas,ep,16,256,1,33.548999999999999,4.7380000000000004,24.555,110780.0
pinAll,mpicc,nas,ep,16,256,2,4.468,1.3220000000000001,0.29199999999999998,126060.0
pinAll,mpicc,nas,ep,16,256,3,4.3339999999999996,1.294,0.313,143454.0
pinAll,mpicc,nas,mg,1,16,1,21.056000000000001,0.36099999999999999,0.161,12321.810546875
pinAll,mpicc,nas,mg,1,16,2,16.512,0.35699999999999998,0.14299999999999999,12343.0234375
pinAll,mpicc,nas,mg,1,16,3,15.763,0.35399999999999998,0.14599999999999999,12337.2568359375
pinAll,mpicc,nas,mg,16,256,1,34.031999999999996,4.4550000000000001,24.414999999999999,137903.0
pinAll,mpicc,nas,mg,16,256,2,4.4930000000000003,1.2569999999999999,0.29999999999999999,136925.064453125
pinAll,mpicc,nas,mg,16,256,3,6.6109999999999998,1.2509999999999999,0.318,140715.0
pinMain,mpicc,nas,ep,1,16,1,5.4450000000000003,0.35099999999999998,0.157,90.0
pinMain,mpicc,nas,ep,1,16,2,39.156999999999996,0.36199999999999999,0.14000000000000001,1669.2451171875
pinMain,mpicc,nas,ep,1,16,3,2.1360000000000001,0.35499999999999998,0.125,90.0
pinMain,mpicc,nas,ep,16,256,1,33.773000000000003,4.7140000000000004,24.327999999999999,1428.0
pinMain,mpicc,nas,ep,16,256,2,4.2460000000000004,1.26,0.317,1654.0
pinMain,mpicc,nas,ep,16,256,3,4.7359999999999998,1.2709999999999999,0.308,1666.0
pinMain,mpicc,nas,mg,1,16,1,17.696000000000002,0.36899999999999999,0.156,513.03515625
pinMain,mpicc,nas,mg,1,16,2,13.269,0.36899999999999999,0.11899999999999999,520.55859375
pinMain,mpicc,nas,mg,1,16,3,13.271000000000001,0.35799999999999998,0.13300000000000001,526.9990234375
pinMain,mpicc,nas,mg,16,256,1,34.359999999999999,4.8399999999999999,25.137,90.0
pinMain,mpicc,nas,mg,16,256,2,2.3530000000000002,1.254,0.29899999999999999,1524.0
pinMain,mpicc,nas,mg,16,256,3,4.4370000000000003,1.276,0.29799999999999999,1754.0
wpinAll,mpicc,nas,mg,16,256,1,11.362,1.347,0.38400000000000001,534688.064453125
wpinAll,mpicc,nas,mg,16,256,2,317.79599999999999,1.327,0.32400000000000001,395792611.40625
wpinAll,mpicc,nas,mg,16,256,3,404.85199999999998,1.284,0.38800000000000001,495291226.1796875
