npinAll,mpicc,nas,mg,16,256,1,10.675000000000001,1.333,0.316,0.0
npinAll,mpicc,nas,mg,16,256,2,11.714,1.3140000000000001,0.32700000000000001,0.0
npinAll,mpicc,nas,mg,16,256,3,11.106999999999999,1.2949999999999999,0.34499999999999997,0.0
npinMain,mpicc,nas,ep,16,256,1,10.676,1.3460000000000001,0.38300000000000001,0.0
npinMain,mpicc,nas,ep,16,256,2,4.1390000000000002,1.272,0.36899999999999999,0.0
npinMain,mpicc,nas,ep,16,256,3,4.2119999999999997,1.3260000000000001,0.36699999999999999,0.0
pinAll,mpicc,nas,ep,1,16,1,45.548999999999999,0.34999999999999998,0.182,11633.3515625
pinAll,mpicc,nas,ep,1,16,2,42.005000000000003,0.36499999999999999,0.129,11646.44921875
pinAll,mpicc,nas,ep,1,16,3,2.3319999999999999,0.35899999999999999,0.122,8008.0
pinAll,mpicc,nas,ep,16,256,1,6.5830000000000002,1.2769999999999999,0.32900000000000001,79650.0
pinAll,mpicc,nas,ep,16,256,2,4.9100000000000001,1.2569999999999999,0.34200000000000003,144031.0
pinAll,mpicc,nas,ep,16,256,3,4.4059999999999997,1.276,0.307,144259.0
pinAll,mpicc,nas,mg,1,16,1,5.4130000000000003,0.373,0.13700000000000001,4169.0
pinAll,mpicc,nas,mg,1,16,2,17.289999999999999,0.376,0.128,12305.5322265625
pinAll,mpicc,nas,mg,1,16,3,16.382999999999999,0.36199999999999999,0.13200000000000001,12336.703125
pinAll,mpicc,nas,mg,16,256,1,34.009999999999998,5.6130000000000004,24.140999999999998,17887.0
pinAll,mpicc,nas,mg,16,256,2,4.3789999999999996,1.2749999999999999,0.27400000000000002,79579.0
pinAll,mpicc,nas,mg,16,256,3,4.319,1.2689999999999999,0.28899999999999998,144346.0
pinMain,mpicc,nas,mg,16,256,1,6.5810000000000004,1.3089999999999999,0.35099999999999998,1532.0
pinMain,mpicc,nas,mg,16,256,2,4.3339999999999996,1.3140000000000001,0.29899999999999999,1754.0
pinMain,mpicc,nas,mg,16,256,3,8.8399999999999999,1.325,0.36099999999999999,18371.8076171875
wpinMain,mpicc,nas,mg,16,256,1,0.0,0.0,0.0,203835605.19335938
wpinMain,mpicc,nas,mg,16,256,2,0.0,0.0,0.0,135880244.12597656
wpinMain,mpicc,nas,mg,16,256,3,0.0,0.0,0.0,482943155.97949219
