Tool,Compiler,Benchmark,Application,#nodes,#processes,Rep ID,Runtime(s)-real,Runtime(s)-user,Runtime(s)-sys,Size(KB)
callgrind,mpicc,amg,amg1,16,256,1,2960.8679999999999,1.4119999999999999,0.38400000000000001,0.0
callgrind,mpicc,amg,amg1,16,256,2,2922.0189999999998,1.5489999999999999,1.286,0.0
callgrind,mpicc,amg,amg1,16,256,3,2845.7240000000002,1.369,0.41999999999999998,0.0
callgrind,mpicc,amg,amg2,16,256,1,1239.828,1.45,1.056,165244.8134765625
callgrind,mpicc,amg,amg2,16,256,2,1216.819,1.484,1.0049999999999999,165256.0439453125
callgrind,mpicc,amg,amg2,16,256,3,1124.3440000000001,1.472,1.036,165278.9462890625
callgrind,mpicc,amg,amg3,16,256,1,340.90300000000002,1.4570000000000001,0.81599999999999995,165246.5166015625
callgrind,mpicc,amg,amg3,16,256,2,268.73899999999998,1.423,0.77500000000000002,165227.93359375
callgrind,mpicc,amg,amg3,16,256,3,265.60899999999998,1.4430000000000001,0.75,165218.517578125
callgrind,mpicc,amg,amg4,16,256,1,266.35300000000001,1.4330000000000001,0.748,0.0
callgrind,mpicc,amg,amg4,16,256,2,265.46800000000002,1.4079999999999999,0.75800000000000001,0.0
callgrind,mpicc,amg,amg4,16,256,3,266.11099999999999,1.4219999999999999,0.75,0.0
callgrind,mpicc,hpgmg,fe,16,256,1,372.83800000000002,1.8660000000000001,0.503,195770.73828125
callgrind,mpicc,hpgmg,fe,16,256,2,379.64300000000003,1.8740000000000001,0.47599999999999998,195719.5458984375
callgrind,mpicc,hpgmg,fe,16,256,3,396.10399999999998,1.879,0.47499999999999998,195696.29296875
callgrind,mpicc,hpgmg,fv1,16,256,1,143.21600000000001,1.95,0.67500000000000004,120406.2373046875
callgrind,mpicc,hpgmg,fv1,16,256,2,142.43700000000001,1.9359999999999999,0.70599999999999996,120404.419921875
callgrind,mpicc,hpgmg,fv1,16,256,3,141.76599999999999,1.9370000000000001,0.63700000000000001,120400.9970703125
callgrind,mpicc,hpgmg,fv2,16,256,1,180.101,1.9179999999999999,0.82599999999999996,123428.283203125
callgrind,mpicc,hpgmg,fv2,16,256,2,179.79300000000001,1.9550000000000001,0.77500000000000002,123396.8193359375
callgrind,mpicc,hpgmg,fv2,16,256,3,179.779,1.9099999999999999,0.85399999999999998,123422.515625
callgrind,mpicc,hpgmg,fv3,16,256,1,364.40199999999999,1.9570000000000001,0.57699999999999996,125800.7099609375
callgrind,mpicc,hpgmg,fv3,16,256,2,353.31299999999999,1.9119999999999999,0.56899999999999995,125802.4697265625
callgrind,mpicc,hpgmg,fv3,16,256,3,354.75400000000002,1.9159999999999999,0.56999999999999995,125846.8134765625
callgrind,mpicc,nas,bt,16,256,1,83.320999999999998,1.869,0.39000000000000001,117709.22265625
callgrind,mpicc,nas,bt,16,256,2,83.472000000000008,1.8600000000000001,0.41099999999999998,117714.71875
callgrind,mpicc,nas,bt,16,256,3,83.850999999999999,1.8620000000000001,0.40899999999999997,117707.4296875
callgrind,mpicc,nas,cg,16,256,1,24.559999999999999,1.879,0.45100000000000001,111064.9560546875
callgrind,mpicc,nas,cg,16,256,2,24.521999999999998,1.8700000000000001,0.41699999999999998,111061.6494140625
callgrind,mpicc,nas,cg,16,256,3,24.259,1.8600000000000001,0.42299999999999999,111053.49609375
callgrind,mpicc,nas,ep,16,256,1,15.041,1.8759999999999999,0.38900000000000001,102629.8154296875
callgrind,mpicc,nas,ep,16,256,2,15.002000000000001,1.8400000000000001,0.432,102601.7509765625
callgrind,mpicc,nas,ep,16,256,3,16.529,1.8959999999999999,0.375,102596.5458984375
callgrind,mpicc,nas,ft,16,256,1,30.657,1.8740000000000001,0.45100000000000001,121272.365234375
callgrind,mpicc,nas,ft,16,256,2,32.539999999999999,1.8640000000000001,0.47099999999999997,121279.447265625
callgrind,mpicc,nas,ft,16,256,3,30.902000000000001,1.9019999999999999,0.41399999999999998,121269.9541015625
callgrind,mpicc,nas,is,16,256,1,17.260000000000002,1.8620000000000001,0.45200000000000001,110308.208984375
callgrind,mpicc,nas,is,16,256,2,17.263000000000002,1.885,0.45900000000000002,110305.3232421875
callgrind,mpicc,nas,is,16,256,3,18.760999999999999,1.8779999999999999,0.443,110303.9658203125
callgrind,mpicc,nas,lu,16,256,1,58.847000000000001,1.871,0.40200000000000002,119669.8662109375
callgrind,mpicc,nas,lu,16,256,2,56.899999999999999,1.877,0.40400000000000003,119707.283203125
callgrind,mpicc,nas,lu,16,256,3,58.463999999999999,1.8959999999999999,0.41999999999999998,119658.158203125
callgrind,mpicc,nas,mg,16,256,1,20.228999999999999,1.9019999999999999,0.434,119924.5576171875
callgrind,mpicc,nas,mg,16,256,2,10.257,1.853,0.40699999999999997,119912.267578125
callgrind,mpicc,nas,mg,16,256,3,11.244,1.891,0.42999999999999999,119937.3740234375
callgrind,mpicc,nas,sp,16,256,1,53.695,1.8500000000000001,0.42899999999999999,117059.9794921875
callgrind,mpicc,nas,sp,16,256,2,53.386000000000003,1.8440000000000001,0.433,117117.53515625
callgrind,mpicc,nas,sp,16,256,3,53.540999999999997,1.8600000000000001,0.40600000000000003,117121.240234375
callgrind,mpicc,pkifmm,ex0-2,16,256,1,0.0,0.0,0.0,355764.103515625
callgrind,mpicc,pkifmm,ex0-2,16,256,2,0.0,0.0,0.0,0.0
orig,mpicc,amg,amg1,16,256,1,61.893999999999998,2.2429999999999999,0.41499999999999998,0.0
orig,mpicc,amg,amg1,16,256,2,52.619999999999997,2.27,0.39900000000000002,0.0
orig,mpicc,amg,amg1,16,256,3,53.286000000000001,2.2690000000000001,0.39100000000000001,0.0
orig,mpicc,amg,amg2,16,256,1,29.411000000000001,2.2799999999999998,0.375,0.0
orig,mpicc,amg,amg2,16,256,2,32.128,2.2770000000000001,0.38700000000000001,0.0
orig,mpicc,amg,amg2,16,256,3,39.399000000000001,2.2629999999999999,0.40300000000000002,0.0
orig,mpicc,amg,amg3,16,256,1,22.524999999999999,2.2709999999999999,0.5,0.0
orig,mpicc,amg,amg3,16,256,2,14.497999999999999,2.282,0.375,0.0
orig,mpicc,amg,amg3,16,256,3,14.593,2.2829999999999999,0.379,0.0
