Tool,Compiler,Benchmark,Application,#nodes,#processes,Rep ID,Runtime(s)-real,Runtime(s)-user,Runtime(s)-sys,Size(KB)
callgrind,mpicc,nas,bt,1,16,1,4.5549999999999997,60.366,4.077,202.4951171875
callgrind,mpicc,nas,cg,1,16,1,4.6470000000000002,60.968000000000004,4.6340000000000003,202.46484375
callgrind,mpicc,nas,ep,1,16,1,4.5819999999999999,60.185000000000002,4.6369999999999996,202.490234375
callgrind,mpicc,nas,ft,1,16,1,4.9530000000000003,61.003999999999998,4.6219999999999999,202.6494140625
callgrind,mpicc,nas,is,1,16,1,3.9910000000000001,51.878,3.6899999999999999,174.5009765625
callgrind,mpicc,nas,lu,1,16,1,4.6150000000000002,60.587000000000003,4.5800000000000001,202.685546875
callgrind,mpicc,nas,mg,1,16,1,3.6499999999999999,22.446999999999999,3.3799999999999999,160.58203125
callgrind,mpicc,nas,sp,1,16,1,4.5620000000000003,60.674999999999997,3.9409999999999998,202.7763671875
callgrind,mpicc,pkifmm,ex0-1,1,16,1,5.383,72.442000000000007,5.0789999999999997,228.5517578125
callgrind,mpicc,pkifmm,ex0-2,1,16,1,5.8460000000000001,72.760999999999996,5.9909999999999997,228.841796875
callgrind,mpicc,pkifmm,ex1-1,1,16,1,5.3239999999999998,72.280000000000001,4.5129999999999999,228.28515625
callgrind,mpicc,pkifmm,ex1-2,1,16,1,5.5039999999999996,73.475999999999999,4.5250000000000004,228.25390625
callgrind,mpicc,pkifmm,ex2-1,1,16,1,5.6820000000000004,72.840999999999994,4.9770000000000003,227.8720703125
callgrind,mpicc,pkifmm,ex2-2,1,16,1,5.3630000000000004,72.293999999999997,5.0609999999999999,228.32421875
callgrind,mpicc,pkifmm,ex3-1,1,16,1,5.3650000000000002,72.094999999999999,4.9859999999999998,228.25390625
callgrind,mpicc,pkifmm,ex3-2,1,16,1,5.3529999999999998,72.347999999999999,4.8029999999999999,228.4619140625
orig,tau,amg,amg1,1,16,1,0.0,0.0,0.0,0.0
orig,tau,amg,amg2,1,16,1,0.0,0.0,0.0,0.0
orig,tau,amg,amg3,1,16,1,0.0,0.0,0.0,0.0
