psc.dpinAll.o1.mpicc.nas.bt.B.1.1,0
psc.dpinAll.o1.mpicc.nas.bt.B.1.2,0
psc.dpinAll.o1.mpicc.nas.bt.B.1.3,0
psc.dpinAll.o1.mpicc.nas.bt.B.16.1,0
psc.dpinAll.o1.mpicc.nas.bt.B.16.2,0
psc.dpinAll.o1.mpicc.nas.bt.B.16.3,0
psc.dpinAll.o1.mpicc.nas.bt.B.4.1,0
psc.dpinAll.o1.mpicc.nas.bt.B.4.2,0
psc.dpinAll.o1.mpicc.nas.bt.B.4.3,0
psc.dpinAll.o1.mpicc.nas.bt.B.64.1,0
psc.dpinAll.o1.mpicc.nas.bt.B.64.2,0
psc.dpinAll.o1.mpicc.nas.bt.B.64.3,0
psc.dpinAll.o1.mpicc.nas.cg.B.1.1,0
psc.dpinAll.o1.mpicc.nas.cg.B.1.2,0
psc.dpinAll.o1.mpicc.nas.cg.B.1.3,0
psc.dpinAll.o1.mpicc.nas.cg.B.16.1,0
psc.dpinAll.o1.mpicc.nas.cg.B.16.2,0
psc.dpinAll.o1.mpicc.nas.cg.B.16.3,0
psc.dpinAll.o1.mpicc.nas.cg.B.4.1,0
psc.dpinAll.o1.mpicc.nas.cg.B.4.2,0
psc.dpinAll.o1.mpicc.nas.cg.B.4.3,0
psc.dpinAll.o1.mpicc.nas.cg.B.64.1,0
psc.dpinAll.o1.mpicc.nas.cg.B.64.2,0
psc.dpinAll.o1.mpicc.nas.cg.B.64.3,0
psc.dpinAll.o1.mpicc.nas.ep.B.1.1,0
psc.dpinAll.o1.mpicc.nas.ep.B.1.2,0
psc.dpinAll.o1.mpicc.nas.ep.B.1.3,0
psc.dpinAll.o1.mpicc.nas.ep.B.16.1,0
psc.dpinAll.o1.mpicc.nas.ep.B.16.2,0
psc.dpinAll.o1.mpicc.nas.ep.B.16.3,0
psc.dpinAll.o1.mpicc.nas.ep.B.4.1,0
psc.dpinAll.o1.mpicc.nas.ep.B.4.2,0
psc.dpinAll.o1.mpicc.nas.ep.B.4.3,0
psc.dpinAll.o1.mpicc.nas.ep.B.64.1,0
psc.dpinAll.o1.mpicc.nas.ep.B.64.2,0
psc.dpinAll.o1.mpicc.nas.ep.B.64.3,0
