144.00,48.08,28.55,36.58
30.70,22.81,24.36,30.89
47.66,25.67,19.76,23.71
48.60,27.03,22.60,24.55
13.74,16.46,22.02,229.21
81.08,35.08,29.45,30.73
19.70,18.43,17.09,12.62
124.71,39.76,21.91,13.81
