1.63,1.86,2.11,1.86
1.28,1.79,2.07,4.12
3.06,1.77,1.38,1.21
1.69,1.47,1.69,5.28
1.15,1.27,1.38,17.94
1.19,1.28,1.42,1.65
1.27,1.41,1.49,1.07
1.13,1.28,1.91,1.52
