1.57,1.60,0.98,1.32
1.28,1.17,1.74,0.77
2.76,1.69,1.08,0.66
1.56,1.16,0.99,1.05
0.81,0.81,2.88,11.84
1.19,1.42,1.33,1.19
1.05,0.98,0.89,0.69
1.03,1.12,1.11,0.80
