10.97,36.97,55.44,45.85
35.30,62.26,71.75,76.86
15.29,25.85,32.86,27.29
14.62,32.37,52.82,39.66
45.31,42.99,35.53,6.86
21.51,56.75,72.97,76.87
39.10,45.13,49.31,45.38
12.59,46.64,99.28,41.69
