1.56,1.67,1.36,1.90
1.27,1.52,2.02,1.33
2.31,1.77,1.34,1.27
1.28,1.41,1.58,1.33
1.47,1.53,1.94,10.22
1.21,1.36,1.60,1.78
1.41,1.56,1.66,1.58
1.08,1.32,1.60,1.60
