chpc.callgrind.o1.mpicc.nas.bt.A.1.1,62.996
chpc.callgrind.o1.mpicc.nas.bt.A.1.2,62.792
chpc.callgrind.o1.mpicc.nas.bt.A.1.3,62.204
chpc.callgrind.o1.mpicc.nas.bt.A.4.1,28.271
chpc.callgrind.o1.mpicc.nas.bt.A.4.2,34.137
chpc.callgrind.o1.mpicc.nas.bt.A.4.3,29.298
chpc.callgrind.o1.mpicc.nas.bt.B.1.1,247.75
chpc.callgrind.o1.mpicc.nas.bt.B.1.2,255.296
chpc.callgrind.o1.mpicc.nas.bt.B.1.3,244.308
chpc.callgrind.o1.mpicc.nas.bt.B.4.1,75.091
chpc.callgrind.o1.mpicc.nas.bt.B.4.2,75.551
chpc.callgrind.o1.mpicc.nas.bt.B.4.3,77.694
chpc.callgrind.o1.mpicc.nas.bt.C.1.1,0.0
chpc.callgrind.o1.mpicc.nas.bt.C.4.1,269.011
chpc.callgrind.o1.mpicc.nas.bt.C.4.2,266.326
chpc.callgrind.o1.mpicc.nas.bt.C.4.3,265.408
chpc.callgrind.o1.mpicc.nas.cg.A.1.1,6.345
chpc.callgrind.o1.mpicc.nas.cg.A.1.2,5.916
chpc.callgrind.o1.mpicc.nas.cg.A.1.3,6.084
chpc.callgrind.o1.mpicc.nas.cg.A.4.1,33.461
chpc.callgrind.o1.mpicc.nas.cg.A.4.2,7.888
chpc.callgrind.o1.mpicc.nas.cg.A.4.3,8.802
chpc.callgrind.o1.mpicc.nas.cg.B.1.1,82.818
chpc.callgrind.o1.mpicc.nas.cg.B.1.2,82.41
chpc.callgrind.o1.mpicc.nas.cg.B.1.3,82.80199999999999
chpc.callgrind.o1.mpicc.nas.cg.B.4.1,36.422
chpc.callgrind.o1.mpicc.nas.cg.B.4.2,41.832
chpc.callgrind.o1.mpicc.nas.cg.B.4.3,43.296
chpc.callgrind.o1.mpicc.nas.cg.C.1.1,0.0
chpc.callgrind.o1.mpicc.nas.cg.C.4.1,84.83500000000001
chpc.callgrind.o1.mpicc.nas.cg.C.4.2,80.943
chpc.callgrind.o1.mpicc.nas.cg.C.4.3,77.869
chpc.callgrind.o1.mpicc.nas.ep.A.1.1,20.07
chpc.callgrind.o1.mpicc.nas.ep.A.1.2,20.003
chpc.callgrind.o1.mpicc.nas.ep.A.1.3,20.649
chpc.callgrind.o1.mpicc.nas.ep.A.4.1,11.647
chpc.callgrind.o1.mpicc.nas.ep.A.4.2,10.686
chpc.callgrind.o1.mpicc.nas.ep.A.4.3,13.316
chpc.callgrind.o1.mpicc.nas.ep.B.1.1,75.162
chpc.callgrind.o1.mpicc.nas.ep.B.1.2,79.05
chpc.callgrind.o1.mpicc.nas.ep.B.1.3,78.101
chpc.callgrind.o1.mpicc.nas.ep.B.4.1,24.498
chpc.callgrind.o1.mpicc.nas.ep.B.4.2,23.966
chpc.callgrind.o1.mpicc.nas.ep.B.4.3,23.755
chpc.callgrind.o1.mpicc.nas.ep.C.1.1,300.21
chpc.callgrind.o1.mpicc.nas.ep.C.1.2,294.029
