chpc.hpinAll.o1.mpicc.nas.bt.A.1.1,406081379
chpc.hpinAll.o1.mpicc.nas.bt.A.1.2,6907702
chpc.hpinAll.o1.mpicc.nas.bt.A.1.3,6836032
chpc.hpinAll.o1.mpicc.nas.bt.A.4.1,11352814
chpc.hpinAll.o1.mpicc.nas.bt.A.4.2,11306521
chpc.hpinAll.o1.mpicc.nas.bt.A.4.3,11310416
chpc.hpinAll.o1.mpicc.nas.bt.B.1.1,14455303
chpc.hpinAll.o1.mpicc.nas.bt.B.1.2,14439614
chpc.hpinAll.o1.mpicc.nas.bt.B.1.3,14460235
chpc.hpinAll.o1.mpicc.nas.bt.B.4.1,13137420
chpc.hpinAll.o1.mpicc.nas.bt.B.4.2,13081937
chpc.hpinAll.o1.mpicc.nas.bt.B.4.3,13154408
chpc.hpinAll.o1.mpicc.nas.bt.C.1.1,16123735
chpc.hpinAll.o1.mpicc.nas.bt.C.1.2,16099483
chpc.hpinAll.o1.mpicc.nas.bt.C.1.3,16122011
chpc.hpinAll.o1.mpicc.nas.bt.C.4.1,21639628
chpc.hpinAll.o1.mpicc.nas.bt.C.4.2,21485869
chpc.hpinAll.o1.mpicc.nas.bt.C.4.3,21155258
chpc.hpinAll.o1.mpicc.nas.bt.W.1.1,4964002
chpc.hpinAll.o1.mpicc.nas.bt.W.1.2,4964329
chpc.hpinAll.o1.mpicc.nas.bt.W.1.3,4988871
chpc.hpinAll.o1.mpicc.nas.bt.W.4.1,10197355
chpc.hpinAll.o1.mpicc.nas.bt.W.4.2,10254249
chpc.hpinAll.o1.mpicc.nas.bt.W.4.3,10210392
chpc.hpinAll.o1.mpicc.nas.cg.A.1.1,5205868
chpc.hpinAll.o1.mpicc.nas.cg.A.1.2,5222260
chpc.hpinAll.o1.mpicc.nas.cg.A.1.3,5212673
chpc.hpinAll.o1.mpicc.nas.cg.A.4.1,9544694
chpc.hpinAll.o1.mpicc.nas.cg.A.4.2,9559690
chpc.hpinAll.o1.mpicc.nas.cg.A.4.3,9564659
chpc.hpinAll.o1.mpicc.nas.cg.B.1.1,8754567
chpc.hpinAll.o1.mpicc.nas.cg.B.1.2,8853086
chpc.hpinAll.o1.mpicc.nas.cg.B.1.3,8823984
chpc.hpinAll.o1.mpicc.nas.cg.B.4.1,69858086
chpc.hpinAll.o1.mpicc.nas.cg.B.4.2,15730455
chpc.hpinAll.o1.mpicc.nas.cg.B.4.3,15983747
chpc.hpinAll.o1.mpicc.nas.cg.C.1.1,12232350
chpc.hpinAll.o1.mpicc.nas.cg.C.1.2,12143551
chpc.hpinAll.o1.mpicc.nas.cg.C.1.3,12277231
chpc.hpinAll.o1.mpicc.nas.cg.C.4.1,18592918
chpc.hpinAll.o1.mpicc.nas.cg.C.4.2,18842576
chpc.hpinAll.o1.mpicc.nas.cg.C.4.3,18974403
chpc.hpinAll.o1.mpicc.nas.cg.W.1.1,4993348
