2250.19,16911.05,74578.31,365957.11
240.31,17222.46,90289.27,466770.41
1669.38,2124.92,4001.55,11728.90
717.96,2833.87,27494.36,126741.39
38.64,981.88,6802.32,162367.45
1132.71,45260.06,177433.29,739018.07
513.91,4877.81,18344.29,68807.07
1253.31,27421.37,122706.15,377238.59
