92.71,23.11,9.42,7.52
19.19,8.72,7.63,7.00
11.03,6.75,5.03,4.93
24.27,12.78,8.63,9.06
6.22,4.76,5.10,10.38
61.92,20.13,8.01,6.50
9.59,5.39,4.27,4.84
111.80,22.52,12.39,7.00
