1.61,2.20,2.95,3.09
1.47,2.30,2.67,2.11
3.00,2.85,3.28,3.67
1.42,1.68,2.80,2.33
2.02,2.97,3.54,9.11
1.27,1.67,3.38,2.78
1.82,2.87,3.32,3.98
1.10,1.58,1.63,3.47
