1.55,2.08,3.03,4.87
1.60,2.62,3.19,4.41
4.32,3.80,3.93,4.81
2.00,2.12,2.62,2.71
2.21,3.46,4.32,22.08
1.31,1.74,3.68,4.73
2.06,3.42,4.01,2.61
1.12,1.77,1.77,1.97
