o2,npinAll,mpicc,nas,bt,1,16,1,148.72,0.35799999999999998,0.17100000000000001,0.0
o2,npinAll,mpicc,nas,bt,4,64,1,48.929000000000002,0.53500000000000003,0.219,0.0
o2,npinAll,mpicc,nas,cg,1,16,1,31.010000000000002,0.36499999999999999,0.17499999999999999,0.0
o2,npinAll,mpicc,nas,cg,4,64,1,21.568999999999999,0.54700000000000004,0.222,0.0
o2,npinAll,mpicc,nas,ep,1,16,1,34.296999999999997,0.35799999999999998,0.16800000000000001,0.0
o2,npinAll,mpicc,nas,ep,4,64,1,21.068000000000001,0.55100000000000005,0.20399999999999999,0.0
o2,npinAll,mpicc,nas,ft,1,16,1,35.073,0.36499999999999999,0.16700000000000001,0.0
o2,npinAll,mpicc,nas,ft,4,64,1,25.428999999999998,0.60199999999999998,0.21299999999999999,0.0
o2,npinAll,mpicc,nas,is,1,16,1,13.646000000000001,0.34999999999999998,0.161,0.0
o2,npinAll,mpicc,nas,is,4,64,1,18.018000000000001,0.57199999999999995,0.224,0.0
o2,npinAll,mpicc,nas,lu,1,16,1,78.652000000000001,0.36499999999999999,0.158,0.0
o2,npinAll,mpicc,nas,lu,4,64,1,38.049999999999997,0.55500000000000005,0.20699999999999999,0.0
o2,npinAll,mpicc,nas,mg,1,16,1,20.623000000000001,0.34899999999999998,0.17899999999999999,0.0
o2,npinAll,mpicc,nas,mg,4,64,1,20.189,0.58099999999999996,0.222,0.0
o2,npinAll,mpicc,nas,sp,1,16,1,125.863,0.36299999999999999,0.17100000000000001,0.0
o2,npinAll,mpicc,nas,sp,4,64,1,37.848999999999997,0.58199999999999996,0.20399999999999999,0.0
o2,npinMain,mpicc,nas,bt,1,16,1,150.06399999999999,0.372,0.158,0.0
o2,npinMain,mpicc,nas,bt,4,64,1,11.988,0.53800000000000003,0.20200000000000001,0.0
o2,npinMain,mpicc,nas,cg,1,16,1,28.994,0.38800000000000001,0.183,0.0
o2,npinMain,mpicc,nas,cg,4,64,1,19.667999999999999,0.58999999999999997,0.22800000000000001,0.0
o2,npinMain,mpicc,nas,ep,1,16,1,32.597000000000001,0.39700000000000002,0.16600000000000001,0.0
o2,npinMain,mpicc,nas,ep,4,64,1,15.313000000000001,0.54300000000000004,0.20200000000000001,0.0
o2,npinMain,mpicc,nas,ft,1,16,1,33.094000000000001,0.36699999999999999,0.16300000000000001,0.0
o2,npinMain,mpicc,nas,ft,4,64,1,23.164999999999999,0.60299999999999998,0.19500000000000001,0.0
o2,npinMain,mpicc,nas,is,1,16,1,13.173,0.35699999999999998,0.159,0.0
o2,npinMain,mpicc,nas,is,4,64,1,15.672000000000001,0.53200000000000003,0.20999999999999999,0.0
o2,npinMain,mpicc,nas,lu,1,16,1,76.644999999999996,0.35599999999999998,0.16800000000000001,0.0
o2,npinMain,mpicc,nas,lu,4,64,1,34.904000000000003,0.60099999999999998,0.20399999999999999,0.0
o2,npinMain,mpicc,nas,mg,1,16,1,16.946999999999999,0.40200000000000002,0.16,0.0
o2,npinMain,mpicc,nas,mg,4,64,1,15.691000000000001,0.54800000000000004,0.20799999999999999,0.0
o2,npinMain,mpicc,nas,sp,1,16,1,121.11199999999999,0.38900000000000001,0.18099999999999999,0.0
o2,npinMain,mpicc,nas,sp,4,64,1,35.645000000000003,0.56200000000000006,0.20699999999999999,0.0
o2,orig,mpicc,nas,bt,1,16,1,96.673000000000002,1.359,0.27700000000000002,0.0
o2,orig,mpicc,nas,bt,4,64,1,29.315999999999999,1.5740000000000001,0.33200000000000002,0.0
o2,orig,mpicc,nas,cg,1,16,1,23.449000000000002,1.381,0.251,0.0
