2186.68,573.47,598.73,654.14,
161.18,178.04,351.75,0.00,
9522.48,4043.44,1937.89,1540.67,
5501.74,1158.27,436.18,1325.93,
256.13,291.89,617.08,0.00,
501.60,243.27,421.28,666.04,
248.08,233.64,359.26,193.99,
789.60,308.42,207.67,0.00,
