13895.02,2157.98,1742.45,431.59,
5069.90,339.99,261.08,1969.71,
16851.22,15867.32,14264.38,10154.12,
21035.00,6512.02,1329.09,887.68,
50.61,755.23,1176.63,18410.23,
418.89,109.59,166.81,364.44,
344.30,247.08,484.99,4735.56,
3035.00,447.49,295.08,297.62,
