o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.96625.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.90086.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.102053.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.34548.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.90092.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.21699.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.69204.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.102043.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.74945.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.119696.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.84807.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.119698.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.108001.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.3414.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.53905.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.57480.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.69193.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.129740.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.60866.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.66573.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.101424.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.23830.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.74360.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.122399.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.4736.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.101886.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.27717.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.57477.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.116333.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.114519.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.101880.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,1,Hdbg.17.stampede.3417.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.60462.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.109536.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.50967.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.23780.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.68105.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.111042.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.113920.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.101386.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.34888.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.53890.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.111037.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.103760.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.118258.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.123750.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.109530.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.74637.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.95655.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.15879.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.60463.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.74638.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.71897.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.64367.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.54406.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.118055.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.54395.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.9680.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.109284.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.108623.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.129176.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.9676.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.16511.info,0.0,0.0,0.0
o1,pinAll,nas,is,mpicc,64,is,2,Hdbg.17.stampede.65974.info,0.0,0.0,0.0
